0,1,2,3,4,5
FL,Delray Beach,2024,General Fund,,
FL,Delray Beach,2024,Police,,
FL,Delray Beach,2025,General Fund,,
FL,Delray Beach,2025,Police,,
FL,Fort Lauderdale,2018,General Fund,gf18,"$318,376,790.00"
FL,Fort Lauderdale,2018,Police,p18,"$120,893,495.00"
FL,Fort Lauderdale,2019,General Fund,gf19,"$337,532,750.00"
FL,Fort Lauderdale,2019,Police,p19,"$127,517,197.00"
FL,Fort Lauderdale,2020,General Fund,gf20,"$340,453,752.00"
FL,Fort Lauderdale,2020,Police,p20,"$130,978,409.00"
FL,Fort Lauderdale,2021,General Fund,gf21,"$343,821,495.00"
FL,Fort Lauderdale,2021,Police,p21,"$134,261,643.00"
FL,Fort Lauderdale,2022,General Fund,gf22,"$363,074,264.00"
FL,Fort Lauderdale,2022,Police,p22,"$140,101,848.00"
FL,Fort Lauderdale,2023,General Fund,gf23,"$389,519,920.00"
FL,Fort Lauderdale,2023,Police,p23,"$149,696,348.00"
FL,Fort Lauderdale,2024,General Fund,,"$415,153,706.00"
FL,Fort Lauderdale,2024,Police,,"$157,859,859.00"
FL,Fort Lauderdale,2025,General Fund,,
FL,Fort Lauderdale,2025,Police,,
FL,Fort Walton Beach,2018,General Fund,gf18,"$22,291,857.00"
FL,Fort Walton Beach,2018,Police,p18,"$5,982,800.00"
FL,Fort Walton Beach,2019,General Fund,gf19,"$22,210,768.00"
FL,Fort Walton Beach,2019,Police,p19,"$5,964,958.00"
FL,Fort Walton Beach,2020,General Fund,gf20,"$26,730,208.00"
FL,Fort Walton Beach,2020,Police,p20,"$6,218,601.00"
FL,Fort Walton Beach,2021,General Fund,gf21,"$26,802,966.00"
FL,Fort Walton Beach,2021,Police,p21,"$6,760,718.00"
FL,Fort Walton Beach,2022,General Fund,gf22,"$27,697,297.00"
FL,Fort Walton Beach,2022,Police,p22,"$6,961,368.00"
FL,Fort Walton Beach,2023,General Fund,gf23,"$28,518,938.00"
FL,Fort Walton Beach,2023,Police,p23,"$7,625,155.00"
FL,Fort Walton Beach,2024,General Fund,,
FL,Fort Walton Beach,2024,Police,,
FL,Fort Walton Beach,2025,General Fund,,
FL,Fort Walton Beach,2025,Police,,
FL,Gainesville,2018,General Fund,gf18,"$121,970,962.00"
FL,Gainesville,2018,Police,p18,"$34,859,994.00"
FL,Gainesville,2019,General Fund,gf19,"$126,217,673.00"
FL,Gainesville,2019,Police,p19,"$35,107,790.00"
FL,Gainesville,2020,General Fund,gf20,"$133,181,778.00"
FL,Gainesville,2020,Police,p20,"$36,330,789.00"
FL,Gainesville,2021,General Fund,gf21,"$137,800,633.00"
FL,Gainesville,2021,Police,p21,"$36,552,548.00"
FL,Gainesville,2022,General Fund,gf22,"$144,948,694.00"
FL,Gainesville,2022,Police,p22,"$36,086,906.00"
FL,Gainesville,2023,General Fund,gf23,"$154,356,686.00"
FL,Gainesville,2023,Police,p23,"$38,164,983.00"
FL,Gainesville,2024,General Fund,,"$156,419,483.00"
FL,Gainesville,2024,Police,,"$41,301,910.00"
FL,Gainesville,2025,General Fund,,
FL,Gainesville,2025,Police,,
FL,Hialeah,2018,General Fund,gf18,"$144,100,000.00"
FL,Hialeah,2018,Police,p18,"$56,186,700.00"
FL,Hialeah,2019,General Fund,gf19,"$152,200,000.00"
FL,Hialeah,2019,Police,p19,"$61,741,221.00"
FL,Hialeah,2020,General Fund,gf20,"$157,634,000.00"
FL,Hialeah,2020,Police,p20,"$60,206,766.00"
FL,Hialeah,2021,General Fund,gf21,"$161,459,437.00"
FL,Hialeah,2021,Police,p21,"$62,841,895.00"
FL,Hialeah,2022,General Fund,gf22,"$170,669,305.00"
FL,Hialeah,2022,Police,p22,"$66,493,068.00"
FL,Hialeah,2023,General Fund,gf23,"$182,378,000.00"
FL,Hialeah,2023,Police,p23,"$74,508,900.00"
FL,Hialeah,2024,General Fund,,
FL,Hialeah,2024,Police,,
FL,Hialeah,2025,General Fund,,
FL,Hialeah,2025,Police,,
FL,Jacksonville,2018,General Fund,gf18,"$833,054,254.00"
FL,Jacksonville,2018,Police,p18,"$171,179,838.00"
FL,Jacksonville,2019,General Fund,gf19,"$902,538,215.00"
FL,Jacksonville,2019,Police,p19,"$186,213,393.00"
FL,Jacksonville,2020,General Fund,gf20,"$979,834,855.00"
FL,Jacksonville,2020,Police,p20,"$202,507,147.00"
FL,Jacksonville,2021,General Fund,gf21,"$1,001,067,505.00"
FL,Jacksonville,2021,Police,p21,"$206,600,607.00"
FL,Jacksonville,2022,General Fund,gf22,"$1,061,650,020.00"
FL,Jacksonville,2022,Police,p22,"$214,327,056.00"
FL,Jacksonville,2023,General Fund,gf23,"$1,150,091,606.00"
FL,Jacksonville,2023,Police,p23,"$227,344,164.00"
FL,Jacksonville,2024,General Fund,,"$1,257,317,943.00"
FL,Jacksonville,2024,Police,,"$238,396,240.00"
FL,Jacksonville,2025,General Fund,,
FL,Jacksonville,2025,Police,,
FL,Key West,2018,General Fund,gf18,"$64,188,881.00"
FL,Key West,2018,Police,p18,"$15,289,296.00"
FL,Key West,2019,General Fund,gf19,"$64,058,694.00"
FL,Key West,2019,Police,p19,"$16,009,594.00"
FL,Key West,2020,General Fund,gf20,"$69,070,307.00"
FL,Key West,2020,Police,p20,"$16,823,907.00"
FL,Key West,2021,General Fund,gf21,"$62,374,854.00"
FL,Key West,2021,Police,p21,"$16,136,529.00"
FL,Key West,2022,General Fund,gf22,"$68,458,789.00"
FL,Key West,2022,Police,p22,"$17,212,623.00"
FL,Key West,2023,General Fund,gf23,"$82,186,824.00"
FL,Key West,2023,Police,p23,"$17,960,441.00"
FL,Key West,2024,General Fund,,"$89,919,383.00"
FL,Key West,2024,Police,,"$20,525,960.00"
FL,Key West,2025,General Fund,,
FL,Key West,2025,Police,,
FL,Lake City,2018,General Fund,gf18,"$15,808,209.00"
FL,Lake City,2018,Police,p18,"$5,396,432.00"
FL,Lake City,2019,General Fund,gf19,"$16,244,481.00"
FL,Lake City,2019,Police,p19,"$5,127,561.00"
FL,Lake City,2020,General Fund,gf20,"$15,555,982.00"
FL,Lake City,2020,Police,p20,"$5,063,969.00"
FL,Lake City,2021,General Fund,gf21,"$15,754,499.00"
FL,Lake City,2021,Police,p21,"$4,935,849.00"
FL,Lake City,2022,General Fund,gf22,"$17,486,723.00"
FL,Lake City,2022,Police,p22,"$5,375,224.00"
FL,Lake City,2023,General Fund,gf23,"$27,266,800.00"
FL,Lake City,2023,Police,p23,"$5,944,526.00"
FL,Lake City,2024,General Fund,,
FL,Lake City,2024,Police,,
FL,Lake City,2025,General Fund,,
FL,Lake City,2025,Police,,
FL,Marco Island,2018,General Fund,gf18,"$24,897,676.00"
FL,Marco Island,2018,Police,p18,"$4,503,665.00"
FL,Marco Island,2019,General Fund,gf19,"$25,718,064.00"
FL,Marco Island,2019,Police,p19,"$4,750,112.00"
FL,Marco Island,2020,General Fund,gf20,"$26,769,328.00"
FL,Marco Island,2020,Police,p20,"$4,737,674.00"
FL,Marco Island,2021,General Fund,gf21,"$26,329,951.00"
FL,Marco Island,2021,Police,p21,"$5,130,375.00"
FL,Marco Island,2022,General Fund,gf22,"$28,266,978.00"
FL,Marco Island,2022,Police,p22,"$5,556,590.00"
FL,Marco Island,2023,General Fund,gf23,"$24,782,901.00"
FL,Marco Island,2023,Police,p23,"$5,838,675.00"
FL,Marco Island,2024,General Fund,,
FL,Marco Island,2024,Police,,
FL,Marco Island,2025,General Fund,,
FL,Marco Island,2025,Police,,
FL,Margate,2018,General Fund,gf18,"$69,183,153.00"
FL,Margate,2018,Police,p18,"$20,351,818.00"
FL,Margate,2019,General Fund,gf19,"$70,653,472.00"
FL,Margate,2019,Police,p19,"$21,894,206.00"
FL,Margate,2020,General Fund,gf20,"$71,602,899.00"
FL,Margate,2020,Police,p20,"$21,658,117.00"
FL,Margate,2021,General Fund,gf21,"$73,973,730.00"
FL,Margate,2021,Police,p21,"$22,228,701.00"
FL,Margate,2022,General Fund,gf22,"$66,892,494.00"
FL,Margate,2022,Police,p22,"$22,417,214.00"
FL,Margate,2023,General Fund,gf23,"$69,355,019.00"
FL,Margate,2023,Police,p23,"$23,661,222.00"
FL,Margate,2024,General Fund,,
FL,Margate,2024,Police,,
FL,Margate,2025,General Fund,,
FL,Margate,2025,Police,,
FL,Miami,2018,General Fund,gf18,"$726,828,000.00"
FL,Miami,2018,Police,p18,"$235,486,000.00"
FL,Miami,2019,General Fund,gf19,"$763,002,000.00"
FL,Miami,2019,Police,p19,"$245,192,000.00"
FL,Miami,2020,General Fund,gf20,"$808,633,000.00"
FL,Miami,2020,Police,p20,"$265,521,000.00"
FL,Miami,2021,General Fund,gf21,"$816,961,000.00"
FL,Miami,2021,Police,p21,"$266,173,000.00"
FL,Miami,2022,General Fund,gf22,"$877,301,000.00"
FL,Miami,2022,Police,p22,"$277,787,000.00"
FL,Miami,2023,General Fund,gf23,"$965,281,000.00"
FL,Miami,2023,Police,p23,"$321,972,000.00"
FL,Miami,2024,General Fund,,
FL,Miami,2024,Police,,
FL,Miami,2025,General Fund,,
FL,Miami,2025,Police,,
FL,Naples,2018,General Fund,gf18,"$36,896,682.00"
FL,Naples,2018,Police,p18,"$12,445,539.00"
FL,Naples,2019,General Fund,gf19,"$39,238,914.00"
FL,Naples,2019,Police,p19,"$13,112,203.00"
FL,Naples,2020,General Fund,gf20,"$40,872,995.00"
FL,Naples,2020,Police,p20,"$14,154,256.00"
FL,Naples,2021,General Fund,gf21,"$42,670,472.00"
FL,Naples,2021,Police,p21,"$14,796,193.00"
FL,Naples,2022,General Fund,gf22,"$43,559,427.00"
FL,Naples,2022,Police,p22,"$15,084,466.00"
FL,Naples,2023,General Fund,gf23,"$49,899,482.00"
FL,Naples,2023,Police,p23,"$17,136,515.00"
FL,Naples,2024,General Fund,,
FL,Naples,2024,Police,,
FL,Naples,2025,General Fund,,
FL,Naples,2025,Police,,
FL,Ocoee,2018,General Fund,gf18,"$48,223,485.00"
FL,Ocoee,2018,Police,p18,"$11,177,955.00"
FL,Ocoee,2019,General Fund,gf19,"$49,852,749.00"
FL,Ocoee,2019,Police,p19,"$10,626,402.00"
FL,Ocoee,2020,General Fund,gf20,"$52,476,498.00"
FL,Ocoee,2020,Police,p20,"$12,318,113.00"
FL,Ocoee,2021,General Fund,gf21,"$52,988,188.00"
FL,Ocoee,2021,Police,p21,"$13,202,266.00"
FL,Ocoee,2022,General Fund,gf22,"$78,712,989.00"
FL,Ocoee,2022,Police,p22,"$13,292,525.00"
FL,Ocoee,2023,General Fund,gf23,"$72,546,231.90"
FL,Ocoee,2023,Police,p23,"$19,323,208.67"
FL,Ocoee,2024,General Fund,,
FL,Ocoee,2024,Police,,
FL,Ocoee,2025,General Fund,,
FL,Ocoee,2025,Police,,
FL,Opa-locka,2018,General Fund,gf18,"$17,008,598.00"
FL,Opa-locka,2018,Police,p18,"$5,718,923.00"
FL,Opa-locka,2019,General Fund,gf19,"$15,125,190.00"
FL,Opa-locka,2019,Police,p19,"$6,837,299.00"
FL,Opa-locka,2020,General Fund,gf20,"$19,332,328.00"
FL,Opa-locka,2020,Police,p20,"$6,225,227.00"
FL,Opa-locka,2021,General Fund,gf21,"$21,738,442.00"
FL,Opa-locka,2021,Police,p21,"$5,249,142.00"
FL,Opa-locka,2022,General Fund,gf22,"$21,666,339.00"
FL,Opa-locka,2022,Police,p22,"$6,045,574.00"
FL,Opa-locka,2023,General Fund,gf23,"$28,751,537.00"
FL,Opa-locka,2023,Police,p23,"$7,723,399.00"
FL,Opa-locka,2024,General Fund,,
FL,Opa-locka,2024,Police,,
FL,Opa-locka,2025,General Fund,,
FL,Opa-locka,2025,Police,,
FL,Orlando,2018,General Fund,gf18,"$446,401,952.00"
FL,Orlando,2018,Police,p18,"$146,676,695.00"
FL,Orlando,2019,General Fund,gf19,"$488,421,658.00"
FL,Orlando,2019,Police,p19,"$158,517,690.00"
FL,Orlando,2020,General Fund,gf20,"$517,211,834.00"
FL,Orlando,2020,Police,p20,"$163,636,744.00"
FL,Orlando,2021,General Fund,gf21,"$533,851,663.00"
FL,Orlando,2021,Police,p21,"$169,800,721.00"
FL,Orlando,2022,General Fund,gf22,"$545,273,184.00"
FL,Orlando,2022,Police,p22,"$171,443,157.00"
FL,Orlando,2023,General Fund,gf23,"$601,571,240.00"
FL,Orlando,2023,Police,p23,"$183,490,281.00"
FL,Orlando,2024,General Fund,,"$659,800,250.00"
FL,Orlando,2024,Police,,"$205,105,923.00"
FL,Orlando,2025,General Fund,,
FL,Orlando,2025,Police,,
FL,Palm Beach,2018,General Fund,gf18,"$80,489,229.00"
FL,Palm Beach,2018,Police,p18,"$14,908,617.00"
FL,Palm Beach,2019,General Fund,gf19,"$82,466,218.00"
FL,Palm Beach,2019,Police,p19,"$14,739,935.00"
FL,Palm Beach,2020,General Fund,gf20,"$84,441,766.00"
FL,Palm Beach,2020,Police,p20,"$16,809,302.00"
FL,Palm Beach,2021,General Fund,gf21,"$80,915,573.00"
FL,Palm Beach,2021,Police,p21,"$16,846,187.00"
FL,Palm Beach,2022,General Fund,gf22,"$89,140,573.00"
FL,Palm Beach,2022,Police,p22,"$16,877,684.00"
FL,Palm Beach,2023,General Fund,gf23,"$94,713,829.00"
FL,Palm Beach,2023,Police,p23,"$18,525,478.00"
FL,Palm Beach,2024,General Fund,,
FL,Palm Beach,2024,Police,,
FL,Palm Beach,2025,General Fund,,
FL,Palm Beach,2025,Police,,
FL,Panama City,2018,General Fund,gf18,"$59,683,301.00"
FL,Panama City,2018,Police,p18,"$12,035,986.00"
FL,Panama City,2019,General Fund,gf19,"$65,860,191.00"
FL,Panama City,2019,Police,p19,"$12,493,927.00"
FL,Panama City,2020,General Fund,gf20,"$54,667,230.00"
FL,Panama City,2020,Police,p20,"$12,148,812.00"
FL,Panama City,2021,General Fund,gf21,"$57,575,620.00"
FL,Panama City,2021,Police,p21,"$12,309,400.00"
FL,Panama City,2022,General Fund,gf22,"$58,527,242.00"
FL,Panama City,2022,Police,p22,"$14,509,585.00"
FL,Panama City,2023,General Fund,gf23,"$73,287,740.00"
FL,Panama City,2023,Police,p23,"$23,439,900.00"
FL,Panama City,2024,General Fund,,
FL,Panama City,2024,Police,,
FL,Panama City,2025,General Fund,,
FL,Panama City,2025,Police,,
FL,Pembroke Pines,2018,General Fund,gf18,"$190,753,794.00"
FL,Pembroke Pines,2018,Police,p18,"$65,853,323.00"
FL,Pembroke Pines,2019,General Fund,gf19,"$199,833,387.00"
FL,Pembroke Pines,2019,Police,p19,"$71,629,192.00"
FL,Pembroke Pines,2020,General Fund,gf20,"$209,021,974.00"
FL,Pembroke Pines,2020,Police,p20,"$71,988,281.00"
FL,Pembroke Pines,2021,General Fund,gf21,"$212,438,083.00"
FL,Pembroke Pines,2021,Police,p21,"$74,852,421.00"
FL,Pembroke Pines,2022,General Fund,gf22,"$220,088,607.00"
FL,Pembroke Pines,2022,Police,p22,"$82,207,949.00"
FL,Pembroke Pines,2023,General Fund,gf23,"$235,565,607.00"
FL,Pembroke Pines,2023,Police,p23,"$86,046,626.00"
FL,Pembroke Pines,2024,General Fund,,
FL,Pembroke Pines,2024,Police,,
FL,Pembroke Pines,2025,General Fund,,
FL,Pembroke Pines,2025,Police,,
FL,Pensacola,2018,General Fund,gf18,"$51,881,600.00"
FL,Pensacola,2018,Police,p18,"$21,939,500.00"
FL,Pensacola,2019,General Fund,gf19,"$53,693,400.00"
FL,Pensacola,2019,Police,p19,"$22,317,000.00"
FL,Pensacola,2020,General Fund,gf20,"$57,723,500.00"
FL,Pensacola,2020,Police,p20,"$23,370,800.00"
FL,Pensacola,2021,General Fund,gf21,"$59,608,300.00"
FL,Pensacola,2021,Police,p21,"$23,752,500.00"
FL,Pensacola,2022,General Fund,gf22,"$61,680,900.00"
FL,Pensacola,2022,Police,p22,"$24,200,400.00"
FL,Pensacola,2023,General Fund,gf23,"$65,585,800.00"
FL,Pensacola,2023,Police,p23,"$26,000,400.00"
FL,Pensacola,2024,General Fund,,"$71,992,600.00"
FL,Pensacola,2024,Police,,"$27,334,300.00"
FL,Pensacola,2025,General Fund,,
FL,Pensacola,2025,Police,,
FL,St Petersburg,2018,General Fund,gf18,"$250,214,662.00"
FL,St Petersburg,2018,Police,p18,"$108,757,093.00"
FL,St Petersburg,2019,General Fund,gf19,"$263,818,431.00"
FL,St Petersburg,2019,Police,p19,"$111,787,884.00"
FL,St Petersburg,2020,General Fund,gf20,"$278,974,509.00"
FL,St Petersburg,2020,Police,p20,"$115,755,999.00"
FL,St Petersburg,2021,General Fund,gf21,"$292,825,001.00"
FL,St Petersburg,2021,Police,p21,"$116,781,019.00"
FL,St Petersburg,2022,General Fund,gf22,"$307,757,263.00"
FL,St Petersburg,2022,Police,p22,"$124,886,519.00"
FL,St Petersburg,2023,General Fund,gf23,"$336,620,361.00"
FL,St Petersburg,2023,Police,p23,"$133,854,917.00"
FL,St Petersburg,2024,General Fund,,"$364,466,889.00"
FL,St Petersburg,2024,Police,,"$147,524,912.00"
FL,St Petersburg,2025,General Fund,,
FL,St Petersburg,2025,Police,,
FL,Sunrise,2018,General Fund,gf18,"$127,790,320.00"
FL,Sunrise,2018,Police,p18,"$46,610,390.00"
FL,Sunrise,2019,General Fund,gf19,"$134,006,760.00"
FL,Sunrise,2019,Police,p19,"$47,676,340.00"
FL,Sunrise,2020,General Fund,gf20,"$138,985,070.00"
FL,Sunrise,2020,Police,p20,"$49,318,390.00"
FL,Sunrise,2021,General Fund,gf21,"$138,829,395.00"
FL,Sunrise,2021,Police,p21,"$49,648,020.00"
FL,Sunrise,2022,General Fund,gf22,"$150,523,230.00"
FL,Sunrise,2022,Police,p22,"$50,320,080.00"
FL,Sunrise,2023,General Fund,gf23,"$154,821,960.00"
FL,Sunrise,2023,Police,p23,"$52,695,840.00"
FL,Sunrise,2024,General Fund,,
FL,Sunrise,2024,Police,,
FL,Sunrise,2025,General Fund,,
FL,Sunrise,2025,Police,,
FL,Tallahassee,2018,General Fund,gf18,"$153,044,471.00"
FL,Tallahassee,2018,Police,p18,
FL,Tallahassee,2019,General Fund,gf19,"$158,835,225.00"
FL,Tallahassee,2019,Police,p19,
FL,Tallahassee,2020,General Fund,gf20,"$160,935,734.00"
FL,Tallahassee,2020,Police,p20,"$58,983,653.00"
FL,Tallahassee,2021,General Fund,gf21,"$161,794,319.00"
FL,Tallahassee,2021,Police,p21,"$59,211,043.00"
FL,Tallahassee,2022,General Fund,gf22,"$171,769,789.00"
FL,Tallahassee,2022,Police,p22,"$62,320,525.00"
FL,Tallahassee,2023,General Fund,gf23,"$184,065,062.00"
FL,Tallahassee,2023,Police,p23,"$66,458,917.00"
FL,Tallahassee,2024,General Fund,,"$201,455,557.00"
FL,Tallahassee,2024,Police,,"$76,699,630.00"
FL,Tallahassee,2025,General Fund,,
FL,Tallahassee,2025,Police,,
FL,Tampa,2018,General Fund,gf18,"$397,246,553.00"
FL,Tampa,2018,Police,p18,"$156,419,693.00"
FL,Tampa,2019,General Fund,gf19,"$413,853,581.00"
FL,Tampa,2019,Police,p19,"$160,101,697.00"
FL,Tampa,2020,General Fund,gf20,"$435,672,413.00"
FL,Tampa,2020,Police,p20,"$162,695,004.00"
FL,Tampa,2021,General Fund,gf21,"$457,047,672.00"
FL,Tampa,2021,Police,p21,"$175,939,953.00"
FL,Tampa,2022,General Fund,gf22,"$483,891,340.00"
FL,Tampa,2022,Police,p22,"$178,553,373.00"
FL,Tampa,2023,General Fund,gf23,"$549,339,805.00"
FL,Tampa,2023,Police,p23,"$199,481,827.00"
FL,Tampa,2024,General Fund,,"$612,241,311.00"
FL,Tampa,2024,Police,,"$216,407,212.00"
FL,Tampa,2025,General Fund,,
FL,Tampa,2025,Police,,
FL,Temple Terrace,2018,General Fund,gf18,"$26,032,926.00"
FL,Temple Terrace,2018,Police,p18,"$8,547,394.00"
FL,Temple Terrace,2019,General Fund,gf19,"$29,081,022.00"
FL,Temple Terrace,2019,Police,p19,"$8,704,911.00"
FL,Temple Terrace,2020,General Fund,gf20,"$29,294,224.00"
FL,Temple Terrace,2020,Police,p20,"$9,144,850.00"
FL,Temple Terrace,2021,General Fund,gf21,"$30,079,970.00"
FL,Temple Terrace,2021,Police,p21,"$9,387,842.00"
FL,Temple Terrace,2022,General Fund,gf22,"$31,761,574.00"
FL,Temple Terrace,2022,Police,p22,"$10,216,631.00"
FL,Temple Terrace,2023,General Fund,gf23,"$39,489,976.00"
FL,Temple Terrace,2023,Police,p23,"$10,221,568.00"
FL,Temple Terrace,2024,General Fund,,
FL,Temple Terrace,2024,Police,,
FL,Temple Terrace,2025,General Fund,,
FL,Temple Terrace,2025,Police,,
FL,Vero Beach,2018,General Fund,gf18,"$23,435,251.00"
FL,Vero Beach,2018,Police,p18,"$7,754,726.00"
FL,Vero Beach,2019,General Fund,gf19,"$23,814,773.00"
FL,Vero Beach,2019,Police,p19,"$8,212,591.00"
FL,Vero Beach,2020,General Fund,gf20,"$24,846,157.00"
FL,Vero Beach,2020,Police,p20,"$8,643,045.00"
FL,Vero Beach,2021,General Fund,gf21,"$25,024,668.00"
FL,Vero Beach,2021,Police,p21,"$8,722,809.00"
FL,Vero Beach,2022,General Fund,gf22,"$27,890,326.00"
FL,Vero Beach,2022,Police,p22,"$8,912,787.00"
FL,Vero Beach,2023,General Fund,gf23,"$30,657,194.00"
FL,Vero Beach,2023,Police,p23,"$9,180,612.00"
FL,Vero Beach,2024,General Fund,,
FL,Vero Beach,2024,Police,,
FL,Vero Beach,2025,General Fund,,
FL,Vero Beach,2025,Police,,
GA,Albany,2018,General Fund,gf18,"$61,378,703.00"
GA,Albany,2018,Police,p18,"$17,732,368.00"
GA,Albany,2019,General Fund,gf19,"$62,135,022.00"
GA,Albany,2019,Police,p19,"$19,454,553.00"
GA,Albany,2020,General Fund,gf20,"$61,691,114.00"
GA,Albany,2020,Police,p20,"$19,594,650.00"
GA,Albany,2021,General Fund,gf21,"$63,768,825.00"
GA,Albany,2021,Police,p21,"$19,267,544.00"
GA,Albany,2022,General Fund,gf22,"$65,309,166.00"
GA,Albany,2022,Police,p22,"$19,570,005.00"
GA,Albany,2023,General Fund,gf23,"$68,746,811.00"
GA,Albany,2023,Police,p23,"$20,491,072.00"
GA,Albany,2024,General Fund,,"$72,455,643.00"
GA,Albany,2024,Police,,"$21,635,766.00"
GA,Albany,2025,General Fund,,
GA,Albany,2025,Police,,
GA,Athens-Clarke County,2018,General Fund,gf18,"$121,213,125.00"
GA,Athens-Clarke County,2018,Police,p18,"$21,689,627.00"
GA,Athens-Clarke County,2019,General Fund,gf19,"$127,385,954.00"
GA,Athens-Clarke County,2019,Police,p19,"$22,689,000.00"
GA,Athens-Clarke County,2020,General Fund,gf20,"$134,099,552.00"
GA,Athens-Clarke County,2020,Police,p20,"$21,929,300.00"
GA,Athens-Clarke County,2021,General Fund,gf21,"$136,392,450.00"
GA,Athens-Clarke County,2021,Police,p21,"$22,513,300.00"
GA,Athens-Clarke County,2022,General Fund,gf22,"$140,724,525.00"
GA,Athens-Clarke County,2022,Police,p22,"$23,264,600.00"
GA,Athens-Clarke County,2023,General Fund,gf23,"$151,585,603.00"
GA,Athens-Clarke County,2023,Police,p23,"$25,245,100.00"
GA,Athens-Clarke County,2024,General Fund,,"$167,329,043.00"
GA,Athens-Clarke County,2024,Police,,"$26,972,300.00"
GA,Athens-Clarke County,2025,General Fund,,
GA,Athens-Clarke County,2025,Police,,
GA,Atlanta,2018,General Fund,gf18,"$648,647,258.00"
GA,Atlanta,2018,Police,p18,"$190,049,644.00"
GA,Atlanta,2019,General Fund,gf19,"$661,392,792.00"
GA,Atlanta,2019,Police,p19,"$194,060,421.00"
GA,Atlanta,2020,General Fund,gf20,"$677,628,773.00"
GA,Atlanta,2020,Police,p20,"$205,450,904.00"
GA,Atlanta,2021,General Fund,gf21,"$673,407,452.00"
GA,Atlanta,2021,Police,p21,"$215,013,960.00"
GA,Atlanta,2022,General Fund,gf22,"$710,036,753.00"
GA,Atlanta,2022,Police,p22,"$231,334,324.00"
GA,Atlanta,2023,General Fund,gf23,"$754,200,000.00"
GA,Atlanta,2023,Police,p23,"$235,694,306.00"
GA,Atlanta,2024,General Fund,,
GA,Atlanta,2024,Police,,
GA,Atlanta,2025,General Fund,,
GA,Atlanta,2025,Police,,
GA,Calhoun,2018,General Fund,gf18,"$13,535,627.00"
GA,Calhoun,2018,Police,p18,"$4,247,992.00"
GA,Calhoun,2019,General Fund,gf19,"$14,023,478.00"
GA,Calhoun,2019,Police,p19,"$4,297,577.00"
GA,Calhoun,2020,General Fund,gf20,"$15,130,266.00"
GA,Calhoun,2020,Police,p20,"$4,613,443.00"
GA,Calhoun,2021,General Fund,gf21,"$15,061,389.00"
GA,Calhoun,2021,Police,p21,"$4,656,056.00"
GA,Calhoun,2022,General Fund,gf22,"$16,207,239.00"
GA,Calhoun,2022,Police,p22,"$4,799,633.00"
GA,Calhoun,2023,General Fund,gf23,"$19,202,564.00"
GA,Calhoun,2023,Police,p23,"$5,817,993.00"
GA,Calhoun,2024,General Fund,,
GA,Calhoun,2024,Police,,
GA,Calhoun,2025,General Fund,,
GA,Calhoun,2025,Police,,
GA,Carrollton,2018,General Fund,gf18,"$24,930,321.00"
GA,Carrollton,2018,Police,p18,"$7,192,504.00"
GA,Carrollton,2019,General Fund,gf19,"$26,699,946.00"
GA,Carrollton,2019,Police,p19,"$7,851,786.00"
GA,Carrollton,2020,General Fund,gf20,"$28,004,958.00"
GA,Carrollton,2020,Police,p20,"$8,092,450.00"
GA,Carrollton,2021,General Fund,gf21,"$28,572,494.00"
GA,Carrollton,2021,Police,p21,"$8,509,445.00"
GA,Carrollton,2022,General Fund,gf22,"$30,999,595.00"
GA,Carrollton,2022,Police,p22,"$9,465,984.00"
GA,Carrollton,2023,General Fund,gf23,"$32,082,579.00"
GA,Carrollton,2023,Police,p23,"$9,891,044.00"
GA,Carrollton,2024,General Fund,,
GA,Carrollton,2024,Police,,
GA,Carrollton,2025,General Fund,,
GA,Carrollton,2025,Police,,
GA,Columbus-Muscogee County,2018,General Fund,gf18,"$147,699,229.00"
GA,Columbus-Muscogee County,2018,Police,p18,"$25,972,113.00"
GA,Columbus-Muscogee County,2019,General Fund,gf19,"$151,549,355.00"
GA,Columbus-Muscogee County,2019,Police,p19,"$26,505,212.00"
GA,Columbus-Muscogee County,2020,General Fund,gf20,"$153,683,864.00"
GA,Columbus-Muscogee County,2020,Police,p20,"$26,475,666.00"
GA,Columbus-Muscogee County,2021,General Fund,gf21,"$155,382,331.00"
GA,Columbus-Muscogee County,2021,Police,p21,"$27,197,848.00"
GA,Columbus-Muscogee County,2022,General Fund,gf22,"$164,490,530.00"
GA,Columbus-Muscogee County,2022,Police,p22,"$27,482,865.00"
GA,Columbus-Muscogee County,2023,General Fund,gf23,"$176,214,189.00"
GA,Columbus-Muscogee County,2023,Police,p23,"$27,896,902.00"
GA,Columbus-Muscogee County,2024,General Fund,,"$185,809,837.00"
GA,Columbus-Muscogee County,2024,Police,,"$27,907,583.00"
GA,Columbus-Muscogee County,2025,General Fund,,
GA,Columbus-Muscogee County,2025,Police,,
GA,Dalton,2018,General Fund,gf18,"$32,417,325.00"
GA,Dalton,2018,Police,p18,"$8,552,590.00"
GA,Dalton,2019,General Fund,gf19,"$34,720,565.00"
GA,Dalton,2019,Police,p19,"$9,247,670.00"
GA,Dalton,2020,General Fund,gf20,"$36,401,715.00"
GA,Dalton,2020,Police,p20,"$9,361,265.00"
GA,Dalton,2021,General Fund,gf21,"$34,406,500.00"
GA,Dalton,2021,Police,p21,"$9,258,400.00"
GA,Dalton,2022,General Fund,gf22,"$37,137,950.00"
GA,Dalton,2022,Police,p22,"$10,230,505.00"
